Ranking,Estreno,Pelicula,Presupuesto,TaquillaInternacional,TaquillaEEUU
4160,5/25/2007,Bug,"$4,420,000","$9,178,546","$7,747,878"
4161,11/10/2002,The Rules of Attraction,"$4,420,000","$13,043,271","$7,216,057"
4162,12/19/1969,Topaz,"$4,420,000","$6,632,700","$6,634,680"
4163,11/17/2006,Let's Go to Prison,"$4,420,000","$5,118,283","$5,119,811"
4164,12/25/1995,Four Rooms,"$4,420,000","$4,754,540","$4,755,960"
4165,9/20/2002,Secretary,"$4,420,000","$10,406,658","$4,474,801"
4166,4/25/2003,The Real Cancun,"$4,420,000","$4,219,054","$4,220,313"
4167,1/12/1988,Talk Radio,"$4,420,000","$3,834,333","$3,835,478"
4168,1/31/1997,Waiting for Guffman,"$4,420,000","$3,231,217","$3,232,182"
4169,10/9/1999,Love Stinks,"$4,420,000","$3,088,380","$3,089,302"
4170,8/24/2012,Samsara,"$4,420,000","$6,595,856","$2,955,101"
4171,6/22/2007,You Kill Me,"$4,420,000","$4,265,892","$2,683,563"
4172,6/17/2011,The Art of Getting By,"$4,420,000","$2,198,779","$1,581,532"
4173,9/16/2005,Thumbsucker,"$4,420,000","$2,121,576","$1,469,227"
4174,9/23/2011,Red State,"$4,420,000","$2,192,766","$1,178,130"
4175,9/30/2005,MirrorMask,"$4,420,000","$1,076,280","$956,454"
4176,3/31/1987,The Barbarians,"$4,420,000","$884,360","$884,624"
4177,10/17/2012,Holy Motors,"$4,420,000","$4,676,524","$708,865"
4178,2/28/2003,Poolhall Junkies,"$4,420,000","$623,154","$623,340"
4179,5/28/1999,The Loss of Sexual Innocence,"$4,420,000","$441,951","$442,083"
4180,7/3/2014,The Face of Love,"$4,420,000","$1,281,081","$425,802"
4181,11/4/2014,Joe,"$4,420,000","$412,747","$412,871"
4182,4/3/1988,Prison,"$4,420,000","$392,108","$392,225"
4183,1/5/1998,Shooting Fish,"$4,420,000","$334,071","$334,171"
4184,8/5/2009,Adoration,"$4,420,000","$424,763","$325,369"
4185,4/8/2000,Psycho Beach Party,"$4,420,000","$296,230","$296,318"
4186,1/28/2000,The Big Tease,"$4,420,000","$205,146","$205,207"
4187,10/4/2015,Desert Dancer,"$4,420,000","$358,407","$171,696"
4188,1/30/2015,"Guten Tag, Ramon","$4,420,000","$5,366,248","$170,684"
4189,7/25/2003,Mondays in the Sun,"$4,420,000","$161,840","$161,888"
4190,6/19/2015,Manglehorn,"$4,420,000","$881,529","$146,262"
4191,1/4/2011,Trust,"$4,420,000","$132,672","$132,711"
4192,12/22/2000,An Everlasting Piece,"$4,420,000","$82,995","$83,020"
4193,3/26/1999,Among Giants,"$4,420,000","$71,146","$71,167"
4194,7/16/1999,The Velocity of Gary,"$4,420,000","$37,746","$37,757"
4195,4/22/2011,Stake Land,"$4,420,000","$751,133","$36,762"
4196,2/27/2015,Praia do Futuro,"$4,420,000","$840,891","$22,801"
4197,12/27/2002,Sonny,"$4,420,000","$19,499","$19,505"
4198,6/20/1997,The Last Time I Committed Suicide,"$4,420,000","$14,190","$14,194"
4199,11/18/2011,Another Happy Day,"$4,420,000","$1,081,713","$10,085"
4200,2/22/2013,Inescapable,"$4,420,000","$4,783","$4,785"
4201,12/31/2013,Geograf globus propil,"$4,420,000","$4,924,617",$0
4202,3/20/2012,A Lonely Place to Die,"$4,420,000","$489,217",$0
4203,12/31/2003,Nothing,"$4,420,000","$69,842",$0
4204,8/25/2017,Polina danser sa vie,"$4,420,000","$40,493",$0
4205,1/6/2012,The Loved Ones,"$4,420,000","$13,599",$0
4206,9/11/1972,1776,"$4,420,000",$0,$0
4207,1/1/1930,Hell's Angels,"$4,420,000",$0,$0
4208,8/26/2008,Purple Violets,"$4,420,000",$0,$0
4209,9/11/2012,Replicas,"$4,420,000",$0,$0
4210,12/31/2012,The Helpers,"$4,420,000",$0,$0
4211,12/31/2015,The Veil,"$4,420,000",$0,$0
4212,11/7/2014,The Perfect Wave,"$4,420,000",$0,$0
4213,12/31/2012,How to Fall in Love,"$4,420,000",$0,$0
4214,8/9/2015,Chain of Command,"$4,420,000",$0,$0
4215,12/15/1939,Gone with the Wind,"$4,309,500","$431,706,073","$219,696,890"
4216,12/12/1966,A Man for All Seasons,"$4,309,500","$31,339,508","$31,348,863"
4217,12/30/1925,Ben-Hur,"$4,309,500","$9,949,050","$9,952,020"
4218,1/1/1976,Network,"$4,199,000","$26,187,975","$26,195,792"
4219,1/14/2011,Down for Life,"$4,199,000","$46,334","$46,348"
4220,4/30/2010,The Good Heart,"$4,199,000","$376,881","$23,144"
4221,7/4/1965,Major Dundee,"$4,199,000","$16,441","$16,446"
4222,5/17/1950,Annie Get Your Gun,"$4,164,507","$8,843,600","$8,846,240"
4223,11/8/2006,Casa de Areia,"$4,143,750","$1,302,414","$596,331"
4224,5/11/2010,Four Lions,"$4,143,750","$2,692,999","$342,800"
4225,2/19/2010,Defendor,"$4,143,750","$49,151","$49,165"
4226,5/13/1970,The Ballad of Cable Hogue,"$4,107,225","$5,527,250","$3,870,230"
4227,1/1/1948,The Pirate,"$4,088,500","$3,267,710","$3,268,686"
4228,11/21/2006,The History Boys,"$4,088,500","$14,866,089","$3,019,107"
4229,3/11/2006,Unknown,"$4,088,500","$3,708,838","$29,196"
4230,5/25/1969,Midnight Cowboy,"$3,978,000","$49,507,637","$49,522,416"
4231,4/7/1980,Airplane!,"$3,867,500","$92,253,715","$92,281,254"
4232,1/1/1970,M*A*S*H,"$3,867,500","$90,204,720","$90,231,648"
4233,8/13/1997,The Full Monty,"$3,867,500","$285,138,280","$50,810,726"
4234,5/26/1993,Menace II Society,"$3,867,500","$30,655,817","$30,664,968"
4235,4/26/1995,Friday,"$3,867,500","$30,882,711","$30,373,083"
4236,2/19/2016,The Witch,"$3,867,500","$44,720,449","$27,797,877"
4237,6/12/2002,Empire,"$3,867,500","$20,445,789","$19,356,231"
4238,2/22/2013,Dark Skies,"$3,867,500","$30,625,510","$19,261,214"
4239,1/5/1987,Creepshow 2,"$3,867,500","$15,476,300","$15,480,920"
4240,1/1/1967,In Cold Blood,"$3,867,500","$14,379,197","$14,375,140"
4241,1/1/1959,The Nun's Story,"$3,867,500","$14,149,760","$14,153,984"
4242,6/21/1972,Frenzy,"$3,867,500","$13,928,670","$13,932,828"
4243,2/23/1966,Harper,"$3,867,500","$13,265,400","$13,269,360"
4244,5/27/1998,I Got the Hook-Up!,"$3,867,500","$11,405,789","$11,409,194"
4245,8/23/1996,She's the One,"$3,867,500","$15,249,741","$10,485,646"
4246,1/1/1980,Terror Train,"$3,867,500","$8,843,600","$8,846,240"
4247,6/11/1998,Gods and Monsters,"$3,867,500","$7,131,952","$7,134,081"
4248,4/16/2010,El secreto de sus ojos,"$3,867,500","$44,801,367","$7,067,522"
4249,3/13/1987,Evil Dead II,"$3,867,500","$6,547,629","$6,549,584"
4250,6/30/1985,Day of the Dead,"$3,867,500","$37,590,011","$6,418,237"
4251,6/29/2001,Pootie Tang,"$3,867,500","$3,640,532","$3,641,619"
4252,4/19/2000,La otra conquista,"$3,867,500","$979,882","$980,174"
4253,10/6/2011,Trolljegeren,"$3,867,500","$6,308,403","$280,253"
4254,9/14/2007,Ira and Abby,"$3,867,500","$244,411","$244,484"
4255,8/1/2016,The Masked Saint,"$3,867,500","$201,960","$202,020"
4256,2/17/2006,Winter Passing,"$3,867,500","$125,781","$118,863"
4257,3/25/2005,D.E.B.S.,"$3,867,500","$107,000","$107,032"
4258,3/6/2016,Time to Choose,"$3,867,500","$32,316","$32,325"
4259,6/26/2009,Surveillance,"$3,867,500","$1,543,645","$30,242"
4260,9/17/1999,Taxman,"$3,867,500","$10,912","$10,915"
4261,6/30/2009,The Betrayed,"$3,867,500",$0,$0
4262,1/10/2006,The Secret,"$3,867,500",$0,$0
4263,6/28/2011,02:13,"$3,867,500",$0,$0
4264,1/29/2013,"Batman: The Dark Knight Returns, Part 2","$3,867,500",$0,$0
4265,11/3/2014,In the Name of the King III,"$3,867,500",$0,$0
4266,4/3/2014,Wicked Blood,"$3,867,500",$0,$0
4267,5/6/2015,Dawn Patrol,"$3,867,500",$0,$0
4268,5/17/2013,Jagten,"$3,812,250","$20,240,561","$759,875"
4269,1/9/2015,Lords of London,"$3,801,200",$0,$0
4270,6/24/2005,La marche de l'empereur,"$3,757,000","$147,330,351","$85,628,532"
4271,12/23/1977,High Anxiety,"$3,757,000","$34,338,635","$34,348,886"
4272,10/21/2011,Margin Call,"$3,757,000","$22,587,911","$5,919,888"
4273,9/26/2008,Choke,"$3,757,000","$4,559,182","$3,236,137"
4274,4/23/2004,L'incomparable mademoiselle C.,"$3,757,000","$545,987","$546,150"
4275,11/7/2008,August,"$3,757,000","$13,968","$13,973"
4276,3/3/2015,To Write Love On Her Arms,"$3,757,000",$0,$0
4277,2/16/1956,Carousel,"$3,734,900","$3,560",$0
4278,10/10/2014,Whiplash,"$3,646,500","$37,004,203","$14,476,878"
4279,10/26/2007,Bella,"$3,646,500","$13,713,630","$8,949,490"
4280,1/17/2003,Cidade de Deus,"$3,646,500","$35,439,948","$8,363,453"
4281,5/5/2000,Human Traffic,"$3,646,500","$5,994,568","$115,285"
4282,12/29/2006,The Dead Girl,"$3,646,500","$21,971","$21,977"
4283,1/20/2015,The Opposite Sex,"$3,646,500","$44,508",$0
4284,11/18/1983,A Christmas Story,"$3,591,250","$22,778,028","$22,784,828"
4285,8/20/1982,Class of 1984,"$3,591,250","$7,699,858","$7,702,157"
4286,1/30/2009,Entre les murs,"$3,591,250","$37,711,395","$4,165,263"
4287,10/29/1999,Dreaming of Joseph Lees,"$3,591,250","$8,490","$8,492"
4288,12/6/1968,Rosemary's Baby,"$3,536,000","$36,916,974","$36,927,994"
4289,1/1/1962,The Man Who Shot Liberty Valance,"$3,536,000","$8,843,600","$8,846,240"
4290,7/16/2004,Maria Full of Grace,"$3,536,000","$15,963,978","$7,220,328"
4291,3/6/2011,Beginners,"$3,536,000","$15,823,861","$6,403,455"
4292,7/29/2009,Adam,"$3,536,000","$3,126,865","$2,518,299"
4293,9/22/2006,Feast,"$3,536,000","$763,724","$62,069"
4294,1/1/1946,It's a Wonderful Life,"$3,513,900","$10,585,965","$7,298,148"
4295,7/19/1996,Trainspotting,"$3,425,500","$79,104,864","$18,247,344"
4296,12/4/2013,Antiviral,"$3,425,500","$136,420",$0
4297,7/28/1978,National Lampoon's Animal House,"$3,315,000","$156,531,720","$156,578,448"
4298,10/20/2010,Paranormal Activity 2,"$3,315,000","$196,230,676","$93,718,070"
4299,8/28/2015,War Room,"$3,315,000","$81,775,928","$74,960,956"
4300,7/6/2013,The Purge,"$3,315,000","$100,890,642","$71,293,081"
4301,12/22/1964,Goldfinger,"$3,315,000","$138,070,705","$56,505,358"
4302,12/10/2012,Sinister,"$3,315,000","$96,978,704","$53,173,536"
4303,8/18/2000,The Original Kings of Comedy,"$3,315,000","$42,268,360","$42,205,435"
4304,12/18/1957,The Bridge on the River Kwai,"$3,315,000","$36,811,485","$36,822,474"
4305,1/1/1978,Coming Home,"$3,315,000","$36,096,259","$36,107,034"
4306,11/20/1998,Waking Ned Devine,"$3,315,000","$61,013,379","$27,415,881"
4307,1/8/1997,Air Bud,"$3,315,000","$30,718,962","$27,254,089"
4308,11/10/2002,Bowling for Columbine,"$3,315,000","$64,381,946","$23,858,329"
4309,1/11/1985,A Nightmare On Elm Street Part 2: Freddy's Revenge,"$3,315,000","$23,395,743","$23,402,727"
4310,7/3/1986,A Room with a View,"$3,315,000","$23,177,577","$23,184,496"
4311,10/6/1975,Love and Death,"$3,315,000","$22,245,791","$22,252,431"
4312,1/8/1986,Friday the 13th Part VI: Jason Lives,"$3,315,000","$21,525,385","$21,531,811"
4313,2/8/2002,Martin Lawrence Live: RunTelDat,"$3,315,000","$21,207,859","$21,214,190"
4314,1/1/1960,The Apartment,"$3,315,000","$27,194,070","$20,567,508"
4315,9/20/1958,Cat on a Hot Tin Roof,"$3,315,000","$19,423,115","$19,428,913"
4316,5/26/1970,Beneath the Planet of the Apes,"$3,315,000","$19,333,225","$19,338,996"
4317,6/4/2001,Pokemon 3: The Movie,"$3,315,000","$75,670,405","$18,855,902"
4318,8/13/1993,Jason Goes to Hell: The Final Friday,"$3,315,000","$17,615,421","$17,620,679"
4319,4/27/1990,Spaced Invaders,"$3,315,000","$16,581,750","$16,586,700"
4320,9/4/1976,Family Plot,"$3,315,000","$14,591,940","$14,596,296"
4321,7/16/1966,Torn Curtain,"$3,315,000","$14,370,850","$14,375,140"
4322,3/3/2006,Dave Chappelle's Block Party,"$3,315,000","$13,322,799","$12,958,188"
4323,10/25/1985,Krush Groove,"$3,315,000","$12,218,222","$12,221,869"
4324,1/1/1960,Elmer Gantry,"$3,315,000","$11,496,680","$11,500,112"
4325,8/5/2009,Next Day Air,"$3,315,000","$11,245,211","$11,087,708"
4326,1/1/1961,Judgment at Nuremberg,"$3,315,000","$11,054,500","$11,057,800"
4327,12/5/1999,Trippin',"$3,315,000","$9,967,920","$9,970,896"
4328,1/1/1948,Red River,"$3,315,000","$9,962,315","$9,965,289"
4329,8/8/2001,The Deep End,"$3,315,000","$11,034,198","$9,756,417"
4330,5/24/2013,Before Midnight,"$3,315,000","$25,738,935","$8,968,562"
4331,11/20/1987,Teen Wolf Too,"$3,315,000","$8,719,790","$8,722,393"
4332,7/31/2009,The Collector,"$3,315,000","$11,578,302","$8,527,901"
4333,8/7/1988,Phantasm II,"$3,315,000","$8,050,828","$8,053,231"
4334,7/4/2006,Phat Girlz,"$3,315,000","$8,071,018","$7,808,054"
4335,1/10/2004,Woman Thou Art Loosed,"$3,315,000","$7,605,198","$7,607,468"
4336,10/18/2002,Real Women Have Curves,"$3,315,000","$8,597,958","$6,472,345"
4337,8/28/1981,Gallipoli,"$3,315,000","$6,337,088","$6,338,980"
4338,4/28/2006,Water,"$3,315,000","$12,516,538","$6,114,017"
4339,7/22/2016,Donâ€™t Think Twice,"$3,315,000","$4,883,859","$4,885,317"
4340,6/24/2016,Swiss Army Man,"$3,315,000","$5,638,749","$4,655,836"
4341,4/14/2000,East is East,"$3,315,000","$33,648,389","$4,611,818"
4342,1/9/2000,Whipped,"$3,315,000","$4,579,334","$4,580,701"
4343,2/28/1997,Kama Sutra,"$3,315,000","$4,542,399","$4,543,755"
4344,5/17/2013,Frances Ha,"$3,315,000","$12,455,670","$4,497,647"
4345,4/30/2010,Please Give,"$3,315,000","$5,052,103","$4,460,245"
4346,6/30/1971,Willy Wonka & the Chocolate Factory,"$3,315,000","$4,421,800","$4,423,120"
4347,9/24/1993,Warlock: The Armageddon,"$3,315,000","$4,314,217","$4,315,504"
4348,4/18/1997,8 Heads in a Duffel Bag,"$3,315,000","$4,424,988","$3,983,997"
4349,9/13/1978,Days of Heaven,"$3,315,000","$4,046,920","$3,811,346"
4350,5/24/2002,Thirteen Conversations About One Thing,"$3,315,000","$4,096,713","$3,635,180"
4351,4/22/2016,Compadres,"$3,315,000","$8,230,124","$3,458,629"
4352,2/19/1999,Jawbreaker,"$3,315,000","$3,401,271","$3,402,286"
4353,9/8/1996,Basquiat,"$3,315,000","$3,274,399","$3,275,377"
4354,2/24/2006,Tsotsi,"$3,315,000","$12,754,172","$3,220,701"
4355,9/4/2010,Letters to God,"$3,315,000","$3,578,841","$3,149,911"
4356,10/16/1998,Happiness,"$3,315,000","$6,352,416","$3,036,973"
4357,4/4/2003,DysFunkTional Family,"$3,315,000","$2,492,790","$2,493,534"
4358,9/19/2014,Tusk,"$3,315,000","$2,014,111","$2,014,712"
4359,10/24/2003,Elephant,"$3,315,000","$11,111,448","$1,400,973"
4360,6/4/2012,Damsels in Distress,"$3,315,000","$1,463,946","$1,114,112"
4361,3/25/2005,Oldboy,"$3,315,000","$6,897,702","$782,219"
4362,6/5/2011,Hobo with a Shotgun,"$3,315,000","$922,999","$777,775"
4363,7/9/2012,Bachelorette,"$3,315,000","$13,903,688","$494,029"
4364,1/15/2010,Fish Tank,"$3,315,000","$6,546,798","$414,308"
4365,9/9/2011,Creature,"$3,315,000","$365,904","$366,013"
4366,8/23/1996,Freeway,"$3,315,000","$326,653","$326,750"
4367,6/10/2006,Love's Abiding Joy,"$3,315,000","$279,376","$279,459"
4368,12/2/1993,Braindead,"$3,315,000","$268,208","$268,288"
4369,1/10/2010,Chain Letter,"$3,315,000","$1,130,271","$227,616"
4370,2/3/2012,Tim and Eric's Billion Dollar Movie,"$3,315,000","$247,236","$222,744"
4371,9/11/2007,Holly,"$3,315,000","$180,265","$180,318"
4372,3/26/2010,The Eclipse,"$3,315,000","$147,479","$147,523"
4373,3/21/2008,The Grand,"$3,315,000","$128,098","$128,137"
4374,3/17/2006,Sommersturm,"$3,315,000","$105,243","$105,275"
4375,8/15/2014,Fort McCoy,"$3,315,000","$87,273","$87,299"
4376,4/8/1999,The Gambler,"$3,315,000","$112,505","$57,250"
4377,10/13/2000,Just Looking,"$3,315,000","$44,054","$44,068"
4378,4/9/2015,Before We Go,"$3,315,000","$419,144","$41,081"
4379,1/13/2012,The Divide,"$3,315,000","$172,850","$19,904"
4380,9/9/2011,Tanner Hall,"$3,315,000","$5,608","$5,610"
4381,9/30/2005,My Big Fat Independent Movie,"$3,315,000","$5,146","$5,147"
4382,12/31/2014,Demonic,"$3,315,000","$5,160,361",$0
4383,4/15/2008,Ã  L'IntÃ©rieur,"$3,315,000","$990,408",$0
4384,6/27/2014,They Came Together,"$3,315,000","$91,509",$0
4385,5/21/2013,Open Road,"$3,315,000","$52,475",$0
4386,7/28/1951,Alice in Wonderland,"$3,315,000",$0,$0
4387,1/10/2010,Barry Munday,"$3,315,000",$0,$0
4388,12/31/2009,The Deported,"$3,315,000",$0,$0
4389,12/31/2009,Chicago Overcoat,"$3,315,000",$0,$0
4390,9/13/2011,Never Back Down 2: The Beatdown,"$3,315,000",$0,$0
4391,12/31/2015,AWOL-72,"$3,315,000",$0,$0
4392,1/15/2013,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,"$3,315,000",$0,$0
4393,6/2/2015,Enter the Dangerous Mind,"$3,315,000",$0,$0
4394,3/17/2015,Something Wicked,"$3,315,000",$0,$0
4395,8/7/2014,Point Blank,"$3,315,000",$0,$0
4396,10/27/2014,Iguana,"$3,315,000",$0,$0
4397,12/31/2009,Four Single Fathers,"$3,315,000",$0,$0
4398,8/14/2015,Amnesiac,"$3,315,000",$0,$0
4399,12/31/2015,Unnatural,"$3,315,000",$0,$0
4400,11/12/2015,Close Range,"$3,315,000",$0,$0
4401,2/15/1950,Cinderella,"$3,204,500","$291,387,130","$93,991,300"
4402,11/20/1998,Central do Brasil,"$3,204,500","$18,799,457","$6,601,012"
4403,1/1/1961,Pocketful of Miracles,"$3,204,500","$5,527,250","$5,528,900"
4404,3/24/2006,Boynton Beach Club,"$3,204,500","$3,457,264","$3,458,296"
4405,1/10/2010,Freakonomics,"$3,204,500","$191,096","$111,982"
4406,8/19/2011,Griff the Invisible,"$3,204,500","$28,670","$22,976"
4407,3/29/1959,Some Like it Hot,"$3,186,652","$27,636,250","$27,644,500"
4408,10/6/2005,High Tension,"$3,149,250","$7,113,860","$4,070,449"
4409,12/15/1974,Young Frankenstein,"$3,094,000","$95,400,335","$95,428,814"
4410,6/25/1976,The Omen,"$3,094,000","$53,692,685","$53,708,713"
4411,7/22/2005,Hustle & Flow,"$3,094,000","$26,079,537","$24,551,422"
4412,5/13/1988,Friday the 13th Part VII: The New Blood,"$3,094,000","$21,191,478","$21,197,804"
4413,9/15/2006,Artie Lange's Beer League,"$3,094,000","$525,089","$525,246"
4414,8/25/1939,The Wizard of Oz,"$3,068,585","$37,314,428","$37,277,575"
4415,2/15/2008,Diary of the Dead,"$3,038,750","$5,963,291","$1,053,388"
4416,10/17/1979,The Black Stallion,"$2,983,500","$41,785,615","$41,798,089"
4417,6/13/1997,Ulee's Gold,"$2,983,500","$17,245,020","$10,012,546"
4418,1/9/2006,Lage Raho Munna Bhai,"$2,983,500","$34,841,088","$2,452,135"
4419,12/31/2015,Sardaar Ji,"$2,983,500","$9,064,690",$0
4420,12/31/2008,Rejsen til Saturn,"$2,983,500","$5,944,740",$0
4421,1/1/1963,Donovan's Reef,"$2,968,030","$7,295,970","$7,298,148"
4422,12/1/1956,Diane,"$2,939,300",$0,$0
4423,1/16/1998,The Dress,"$2,928,250","$18,302","$18,307"
4424,12/24/1943,A Guy Named Joe,"$2,902,835","$5,928,528","$5,930,298"
4425,1/1/1974,Blazing Saddles,"$2,873,000","$132,101,275","$132,140,710"
4426,4/13/1984,Friday the 13th Part IV: The Final Chapter,"$2,873,000","$36,458,714","$36,469,597"
4427,2/5/2014,Ida,"$2,873,000","$16,911,567","$4,231,886"
4428,1/1/1987,Maurice,"$2,873,000","$3,479,901","$3,480,940"
4429,9/7/2004,Riding Giants,"$2,873,000","$3,639,510","$2,517,162"
4430,12/12/2008,Los CronocrÃ­menes,"$2,873,000","$623,998","$43,266"
4431,12/31/2011,La Cara Oculta,"$2,873,000","$7,775,659",$0
4432,7/12/2007,Timber Falls,"$2,873,000","$78,761",$0
4433,12/31/2008,Silver Medalist,"$2,873,000",$0,$0
4434,1/4/2011,"Fat, Sick & Nearly Dead","$2,873,000",$0,$0
4435,10/4/1952,Singin' in the Rain,"$2,806,700","$7,959,240","$7,961,616"
4436,11/1/2013,A Haunted House,"$2,762,500","$66,241,392","$44,277,292"
4437,7/13/2012,2016: Obamaâ€™s America,"$2,762,500","$36,866,692","$36,877,698"
4438,3/7/2013,Kevin Hart: Let Me Explain,"$2,762,500","$35,736,164","$35,654,827"
4439,7/28/2004,Garden State,"$2,762,500","$39,828,039","$29,615,349"
4440,4/10/1996,That Thing You Do!,"$2,762,500","$38,201,496","$28,592,613"
4441,10/30/1981,Halloween II,"$2,762,500","$28,226,359","$28,234,785"
4442,10/22/1982,Halloween 3: Season of the Witch,"$2,762,500","$15,918,480","$15,923,232"
4443,1/10/2008,Religulous,"$2,762,500","$15,345,102","$14,387,481"
4444,1/1/1971,Escape from the Planet of the Apes,"$2,762,500","$13,597,035","$13,601,094"
4445,5/29/1963,Hud,"$2,762,500","$11,054,500","$11,057,800"
4446,2/8/2013,The Spectacular Now,"$2,762,500","$7,646,343","$7,577,878"
4447,9/29/1991,My Own Private Idaho,"$2,762,500","$7,076,357","$7,078,469"
4448,1/27/1995,Before Sunrise,"$2,762,500","$6,282,682","$5,831,889"
4449,6/24/2016,Hunt for the Wilderpeople,"$2,762,500","$25,440,850","$5,756,106"
4450,8/17/2012,Robot & Frank,"$2,762,500","$5,454,684","$3,668,390"
4451,3/10/2003,Sur Le Seuil,"$2,762,500","$2,225,328","$2,225,993"
4452,6/16/2000,Jesus' Son,"$2,762,500","$1,865,500","$1,417,703"
4453,5/27/2005,Saving Face,"$2,762,500","$1,403,595","$1,312,855"
4454,6/20/2008,Brick Lane,"$2,762,500","$4,243,254","$1,210,827"
4455,1/3/2013,The Lost Medallion: The Adventures of Billy Stone,"$2,762,500","$607,591","$607,772"
4456,9/26/2003,My Life Without Me,"$2,762,500","$13,560,859","$478,095"
4457,3/31/2006,Marilyn Hotchkiss' Ballroom Dancing and Charm School,"$2,762,500","$549,624","$386,063"
4458,1/4/2011,Super,"$2,762,500","$656,563","$362,382"
4459,11/14/2008,Fuel,"$2,762,500","$192,630","$192,688"
4460,9/4/2010,Valley of the Hearts Delight,"$2,762,500","$131,179","$131,218"
4461,10/31/2008,The Other End of the Line,"$2,762,500","$560,956","$127,722"
4462,6/18/2010,8: The Mormon Proposition,"$2,762,500","$110,855","$110,888"
4463,4/17/2009,Sleep Dealer,"$2,762,500","$120,391","$88,613"
4464,8/24/2007,Eye of the Dolphin,"$2,762,500","$79,880","$79,848"
4465,8/16/2013,Underdogs,"$2,762,500","$38,710","$38,721"
4466,8/9/2000,Anatomie,"$2,762,500","$10,610","$10,613"
4467,12/31/2009,The Calling,"$2,762,500",$0,$0
4468,6/21/2013,Alien Uprising,"$2,762,500",$0,$0
4469,12/31/2010,Christmas Mail,"$2,762,500",$0,$0
4470,3/7/2015,Stung,"$2,762,500",$0,$0
4471,1/9/2017,Sky Sharks,"$2,762,500",$0,$0
4472,10/13/2015,8 Days,"$2,762,500",$0,$0
4473,2/9/2016,Antibirth,"$2,762,500",$0,$0
4474,2/2/2016,The Rise of the Krays,"$2,762,500",$0,$0
4475,5/13/2011,Go For It!,"$2,707,250","$201,588","$199,302"
4476,10/16/1996,Get on the Bus,"$2,652,000","$6,292,060","$6,293,938"
4477,5/1/2007,Thr3e,"$2,652,000","$1,570,201","$1,115,565"
4478,1/9/2006,Idiocracy,"$2,652,000","$553,052","$491,069"
4479,12/31/2009,NiktÃ©,"$2,652,000","$1,474,550",$0
4480,11/14/2014,Always Woodstock,"$2,652,000",$0,$0
4481,7/25/2007,This is England,"$2,629,900","$9,661,164","$362,606"
4482,1/1/1944,Bathing Beauty,"$2,608,905","$3,869,075","$3,870,230"
4483,3/20/2015,Do You Believe?,"$2,541,500","$15,814,059","$14,359,217"
4484,9/24/1951,Show Boat,"$2,541,500","$12,159,950","$12,163,580"
4485,1/5/1998,"Dancer, Texas Pop. 81","$2,541,500","$635,455","$635,644"
4486,5/9/2014,Frontera,"$2,541,500","$65,991","$66,011"
4487,8/26/2011,Redemption Road,"$2,541,500","$32,483","$32,492"
4488,4/15/2015,The Toxic Avenger Part II,"$2,541,500",$0,$0
4489,1/19/2016,Eden,"$2,541,500",$0,$0
4490,6/19/1987,The Brave Little Toaster,"$2,541,500",$0,$0
4491,11/13/1940,Fantasia,"$2,519,400","$92,106,094","$92,133,590"
4492,8/13/1982,Friday the 13th Part 3,"$2,486,250","$40,559,035","$40,571,142"
4493,9/10/1971,The French Connection,"$2,431,000","$45,498,948","$45,512,530"
4494,3/22/1985,Friday the 13th Part V: A New Beginning,"$2,431,000","$24,242,981","$24,250,218"
4495,9/2/2007,The Last Sin Eater,"$2,431,000","$429,346","$429,474"
4496,12/31/2008,Impact Point,"$2,431,000",$0,$0
4497,1/1/1945,The Valley of Decision,"$2,386,800","$10,094,969","$10,097,983"
4498,12/31/2005,Chicken Tikka Masala,"$2,386,800","$41,858",$0
4499,7/10/2008,Jack Brooks: Monster Slayer,"$2,375,750",$0,$0
4500,11/21/1946,The Best Years of Our Lives,"$2,320,500","$26,088,620","$26,096,408"
4501,7/13/2001,Bully,"$2,320,500","$1,527,537","$975,103"
4502,5/29/2002,Elling,"$2,320,500","$346,488","$346,591"
4503,10/16/2016,Mi America,"$2,320,500","$3,681","$3,682"
4504,7/14/2009,[Rec],"$2,320,500","$25,720,307",$0
4505,12/31/2012,Infected,"$2,320,500",$0,$0
4506,12/31/2010,Lies in Plain Sight,"$2,320,500",$0,$0
4507,6/10/2015,The Timber,"$2,320,500",$0,$0
4508,1/19/2016,Sharkskin,"$2,320,500",$0,$0
4509,9/30/2011,Courageous,"$2,210,000","$38,896,235","$38,173,982"
4510,8/4/1964,From Russia With Love,"$2,210,000","$87,220,005","$27,423,344"
4511,5/21/1982,Mad Max 2: The Road Warrior,"$2,210,000","$27,194,990","$27,203,108"
4512,1/1/1946,Notorious,"$2,210,000","$27,044,549","$27,052,622"
4513,2/8/1967,In the Heat of the Night,"$2,210,000","$26,963,150","$26,958,892"
4514,12/17/1973,Sleeper,"$2,210,000","$20,279,181","$20,285,234"
4515,11/8/1972,Everything You Always Wanted to Know,"$2,210,000","$19,916,108","$19,922,053"
4516,3/13/2015,It Follows,"$2,210,000","$22,827,293","$16,226,301"
4517,12/25/1962,To Kill A Mockingbird,"$2,210,000","$14,514,388","$14,518,721"
4518,9/3/2012,Silent House,"$2,210,000","$18,362,365","$14,087,346"
4519,10/20/2000,The Legend of Drunken Master,"$2,210,000","$12,764,126","$12,767,936"
