Ranking,Estreno,Pelicula,Presupuesto,TaquillaInternacional,TaquillaEEUU
1223,10/21/2011,Johnny English Reborn,"$49,725,000","$181,890,367","$9,184,576"
1224,9/26/2008,Miracle at St. Anna,"$49,725,000","$10,696,884","$8,754,335"
1225,5/4/2002,Big Trouble,"$49,725,000","$9,384,022","$8,030,493"
1226,12/21/2006,Man cheng jin dai huang jin jia,"$49,725,000","$85,014,001","$7,261,406"
1227,11/16/2007,Love in the Time of Cholera,"$49,725,000","$34,354,532","$5,106,059"
1228,12/25/2002,Pinocchio,"$49,725,000","$35,022,658","$4,071,273"
1229,1/31/1997,Shadow Conspiracy,"$49,725,000","$2,381,736","$2,382,447"
1230,12/31/2012,Foodfight!,"$49,725,000","$81,478",$0
1231,12/10/2012,Argo,"$49,172,500","$251,092,750","$150,414,281"
1232,6/8/1993,The Fugitive,"$48,620,000","$391,014,597","$203,326,138"
1233,5/22/1985,Rambo: First Blood Part II,"$48,620,000","$332,077,180","$166,326,376"
1234,10/18/1996,Sleepers,"$48,620,000","$183,063,462","$58,939,016"
1235,7/30/2010,Charlie St. Cloud,"$48,620,000","$53,590,098","$34,507,262"
1236,2/2/1996,The Juror,"$48,620,000","$25,127,900","$25,135,401"
1237,6/2/2014,The Interview,"$48,620,000","$13,644,163","$6,750,980"
1238,11/19/1980,Heaven's Gate,"$48,620,000","$3,851,966","$3,852,904"
1239,6/28/2013,The Heat,"$47,515,000","$253,952,568","$176,462,127"
1240,12/19/2000,Finding Forrester,"$47,515,000","$88,451,060","$57,244,708"
1241,4/14/2000,28 Days,"$47,515,000","$68,608,618","$40,953,132"
1242,5/13/2005,Danny the Dog,"$47,515,000","$54,208,638","$27,133,211"
1243,12/4/2002,The Sweetest Thing,"$47,515,000","$69,730,411","$27,014,506"
1244,6/1/2017,A Monster Calls,"$47,515,000","$49,851,178","$4,136,527"
1245,1/28/2011,The Mechanic,"$46,962,500","$84,398,226","$32,201,970"
1246,6/30/1993,The Firm,"$46,410,000","$298,848,339","$175,090,192"
1247,3/16/2012,21 Jump Street,"$46,410,000","$224,199,000","$153,092,661"
1248,5/28/1999,Notting Hill,"$46,410,000","$402,083,367","$128,369,644"
1249,6/21/2000,Chicken Run,"$46,410,000","$251,814,783","$118,090,575"
1250,1/16/2004,Along Came Polly,"$46,410,000","$191,291,943","$97,389,923"
1251,1/7/1992,Boomerang,"$46,410,000","$144,871,924","$77,462,592"
1252,10/7/2009,BrÃ¼no,"$46,410,000","$144,579,863","$66,407,098"
1253,12/6/1963,Cleopatra,"$46,410,000","$78,486,950","$63,029,460"
1254,12/5/2017,Snatched,"$46,410,000","$63,950,662","$50,700,392"
1255,12/10/2012,Here Comes the Boom,"$46,410,000","$80,962,338","$50,081,128"
1256,5/4/2002,High Crimes,"$46,410,000","$70,506,817","$45,937,647"
1257,11/15/1996,The Mirror Has Two Faces,"$46,410,000","$45,619,124","$45,632,742"
1258,11/3/2011,Red Riding Hood,"$46,410,000","$101,345,934","$41,646,065"
1259,1/25/2002,The Mothman Prophecies,"$46,410,000","$62,390,001","$38,955,187"
1260,7/14/1989,Licence to Kill,"$46,410,000","$172,634,827","$38,334,092"
1261,1/27/2012,One for the Money,"$46,410,000","$40,014,218","$29,208,656"
1262,9/3/2001,15 Minutes,"$46,410,000","$62,272,059","$26,953,870"
1263,9/16/2005,Lord of War,"$46,410,000","$66,810,885","$26,704,180"
1264,5/28/1993,Super Mario Bros.,"$46,410,000","$23,043,002","$23,049,881"
1265,2/10/1992,Hero,"$46,410,000","$73,829,880","$21,548,526"
1266,1/27/2012,Man on a Ledge,"$46,410,000","$50,506,172","$20,589,624"
1267,3/12/2010,The Warrior's Way,"$46,410,000","$9,412,161","$6,265,725"
1268,4/18/1997,McHale's Navy,"$46,410,000","$4,873,288","$4,874,743"
1269,5/28/2010,Micmacs,"$46,410,000","$12,996,689","$1,392,943"
1270,12/31/2006,Les BronzÃ©s 3: amis pour la vie,"$46,410,000","$92,673,855",$0
1271,12/31/2015,Pourquoi j'ai pas mangÃ© mon pÃ¨re,"$46,410,000","$201,364",$0
1272,8/11/2002,8 Mile,"$45,305,000","$271,684,660","$129,071,148"
1273,11/5/2001,A Knightâ€™s Tale,"$45,305,000","$111,233,238","$62,016,528"
1274,8/22/2003,The Medallion,"$45,305,000","$24,440,369","$24,447,665"
1275,10/14/2011,The Big Year,"$45,305,000","$8,494,857","$7,966,192"
1276,6/8/1999,The Sixth Sense,"$44,200,000","$743,753,715","$324,553,388"
1277,7/15/2005,The Wedding Crashers,"$44,200,000","$313,083,745","$231,349,487"
1278,11/6/2010,The Karate Kid,"$44,200,000","$388,869,605","$195,271,479"
1279,2/13/2015,Fifty Shades of Grey,"$44,200,000","$631,209,851","$183,744,400"
1280,6/19/2009,The Proposal,"$44,200,000","$347,895,857","$181,301,512"
1281,12/13/2013,American Hustle,"$44,200,000","$285,071,560","$165,997,269"
1282,12/25/2003,Cheaper by the Dozen,"$44,200,000","$210,269,980","$153,277,190"
1283,7/25/2014,Lucy,"$44,200,000","$505,751,971","$139,962,953"
1284,10/1/2014,Lone Survivor,"$44,200,000","$165,601,530","$138,328,214"
1285,11/22/1989,Back to the Future Part II,"$44,200,000","$367,009,400","$130,979,643"
1286,9/24/1999,Double Jeopardy,"$44,200,000","$196,587,956","$129,083,484"
1287,7/25/2003,Spy Kids 3-D: Game Over,"$44,200,000","$185,551,988","$123,582,671"
1288,7/24/1996,A Time to Kill,"$44,200,000","$168,322,457","$120,271,275"
1289,1/7/1992,A League of Their Own,"$44,200,000","$146,405,871","$118,908,864"
1290,10/6/2016,The Conjuring 2: The Enfield Poltergeist,"$44,200,000","$344,093,430","$113,309,285"
1291,1/10/2010,The Social Network,"$44,200,000","$248,640,174","$107,219,408"
1292,12/4/2013,42,"$44,200,000","$107,748,986","$105,071,451"
1293,7/8/2009,Julie & Julia,"$44,200,000","$140,000,952","$104,082,014"
1294,6/2/2009,He's Just Not That Into You,"$44,200,000","$200,145,765","$103,892,070"
1295,10/2/2017,John Wick: Chapter Two,"$44,200,000","$184,492,961","$101,764,031"
1296,1/15/2016,Ride Along 2,"$44,200,000","$137,990,356","$100,474,140"
1297,4/14/2006,Scary Movie 4,"$44,200,000","$197,555,655","$100,305,989"
1298,3/27/2015,Get Hard,"$44,200,000","$117,743,086","$99,975,176"
1299,4/2/2000,Scream 3,"$44,200,000","$178,903,901","$98,567,102"
1300,5/24/1990,Back to the Future Part III,"$44,200,000","$269,827,803","$97,369,771"
1301,10/14/2016,The Accountant,"$44,200,000","$169,200,227","$95,384,633"
1302,11/14/2014,Dumb and Dumber To,"$44,200,000","$173,062,168","$95,327,093"
1303,4/25/2014,The Other Woman,"$44,200,000","$215,685,668","$92,787,319"
1304,11/13/1992,Bram Stoker's Dracula,"$44,200,000","$238,625,413","$91,252,051"
1305,2/17/2006,Eight Below,"$44,200,000","$133,158,079","$90,245,542"
1306,12/24/1999,The Talented Mr. Ripley,"$44,200,000","$142,373,266","$89,891,217"
1307,9/25/2015,The Intern,"$44,200,000","$218,030,926","$83,779,059"
1308,9/25/1992,The Last of the Mohicans,"$44,200,000","$83,467,949","$83,492,865"
1309,10/29/2004,Ray,"$44,200,000","$137,985,689","$83,271,863"
1310,1/4/2005,Sin City,"$44,200,000","$175,244,687","$81,942,522"
1311,10/16/2015,Bridge of Spies,"$44,200,000","$179,757,747","$79,963,103"
1312,2/22/2008,Vantage Point,"$44,200,000","$166,797,292","$79,910,636"
1313,3/20/2009,"I Love You, Man","$44,200,000","$101,402,379","$78,996,935"
1314,9/11/2001,Shallow Hal,"$44,200,000","$78,305,983","$78,329,359"
1315,12/20/1991,JFK,"$44,200,000","$227,059,430","$77,852,992"
1316,1/27/2006,Big Momma's House 2,"$44,200,000","$151,499,022","$77,588,129"
1317,4/11/2016,Hacksaw Ridge,"$44,200,000","$175,436,732","$74,319,048"
1318,2/3/2001,The Mexican,"$44,200,000","$160,553,623","$73,875,630"
1319,8/28/2009,The Final Destination,"$44,200,000","$207,144,336","$73,509,711"
1320,4/17/2009,17 Again,"$44,200,000","$154,182,535","$70,954,662"
1321,2/18/2011,Unknown,"$44,200,000","$150,477,262","$70,423,144"
1322,4/6/2010,Get Him to the Greek,"$44,200,000","$101,099,897","$67,622,346"
1323,11/21/2003,Gothika,"$44,200,000","$156,404,385","$65,891,294"
1324,11/30/2001,Behind Enemy Lines,"$44,200,000","$65,062,069","$65,081,491"
1325,3/18/2011,The Lincoln Lawyer,"$44,200,000","$96,334,535","$64,145,413"
1326,10/15/2004,Shall We Dance?,"$44,200,000","$130,551,304","$64,011,262"
1327,8/25/2006,Invincible,"$44,200,000","$64,670,071","$63,921,771"
1328,2/15/2013,Escape From Planet Earth,"$44,200,000","$81,976,425","$63,043,810"
1329,10/7/1998,Small Soldiers,"$44,200,000","$79,309,209","$60,976,937"
1330,7/31/1997,Spawn,"$44,200,000","$97,224,172","$60,795,776"
1331,11/26/2014,Horrible Bosses 2,"$44,200,000","$117,117,295","$60,204,587"
1332,1/25/2002,The Count of Monte Cristo,"$44,200,000","$83,338,870","$59,964,353"
1333,10/20/2006,The Prestige,"$44,200,000","$115,417,123","$58,705,740"
1334,6/16/2006,The Lake House,"$44,200,000","$126,938,946","$57,865,590"
1335,9/7/2010,Predators,"$44,200,000","$140,651,255","$57,501,321"
1336,8/15/2012,The Odd Life of Timothy Green,"$44,200,000","$61,075,183","$57,338,508"
1337,7/31/1987,The Living Daylights,"$44,200,000","$211,362,040","$56,599,349"
1338,8/12/2006,Apocalypto,"$44,200,000","$133,795,125","$56,247,308"
1339,2/14/2007,Music and Lyrics,"$44,200,000","$161,727,729","$55,922,157"
1340,6/18/1986,Legal Eagles,"$44,200,000","$55,108,441","$55,124,892"
1341,12/3/2004,Secret Window,"$44,200,000","$101,824,714","$53,031,032"
1342,12/8/2005,The Skeleton Key,"$44,200,000","$101,985,410","$52,975,393"
1343,6/20/2014,Jersey Boys,"$44,200,000","$72,166,796","$52,023,646"
1344,2/5/2008,Made of Honor,"$44,200,000","$117,784,302","$50,879,961"
1345,11/21/1997,The Rainmaker,"$44,200,000","$50,758,692","$50,773,845"
1346,7/2/1992,Medicine Man,"$44,200,000","$49,688,032","$49,702,865"
1347,12/12/1997,Amistad,"$44,200,000","$64,392,629","$48,889,400"
1348,5/30/2014,A Million Ways to Die in The West,"$44,200,000","$95,929,356","$47,239,989"
1349,12/8/2011,Final Destination 5,"$44,200,000","$171,357,092","$47,092,564"
1350,8/4/2005,Fever Pitch,"$44,200,000","$55,351,063","$46,521,347"
1351,12/25/2007,Aliens vs. Predator - Requiem,"$44,200,000","$142,475,364","$46,218,360"
1352,12/25/2007,The Water Horse: Legend of the Deep,"$44,200,000","$114,336,423","$44,687,685"
1353,7/18/2014,Sex Tape,"$44,200,000","$139,363,539","$42,620,602"
1354,4/15/2011,Scream 4,"$44,200,000","$106,111,692","$42,219,707"
1355,12/21/1994,RiÂ¢hie RiÂ¢h,"$44,200,000","$42,104,110","$42,116,679"
1356,11/8/2000,Autumn in New York,"$44,200,000","$100,283,864","$41,746,436"
1357,3/18/2011,Paul,"$44,200,000","$111,829,650","$41,370,486"
1358,12/19/2012,The Guilt Trip,"$44,200,000","$45,649,197","$41,062,272"
1359,8/26/2011,Colombiana,"$44,200,000","$79,918,797","$40,544,368"
1360,2/26/1999,8MM,"$44,200,000","$106,564,082","$40,298,429"
1361,2/18/2000,Hanging Up,"$44,200,000","$57,337,174","$39,849,999"
1362,1/3/1991,The Doors,"$44,200,000","$38,046,154","$38,057,512"
1363,8/20/1999,Mickey Blue Eyes,"$44,200,000","$59,544,337","$37,446,512"
1364,10/20/2000,Pay it Forward,"$44,200,000","$61,569,923","$37,053,496"
1365,8/4/2011,Arthur,"$44,200,000","$52,827,182","$36,529,881"
1366,3/21/2008,Drillbit Taylor,"$44,200,000","$54,925,679","$36,338,257"
1367,12/21/2016,Patriots Day,"$44,200,000","$49,063,221","$35,259,300"
1368,12/25/2011,Extremely Loud and Incredibly Close,"$44,200,000","$61,073,770","$35,216,750"
1369,1/7/1994,The Shadow,"$44,200,000","$35,192,664","$35,203,170"
1370,10/11/2010,Morning Glory,"$44,200,000","$66,100,460","$34,292,153"
1371,9/11/2005,Get Rich or Die Tryin',"$44,200,000","$51,587,985","$34,259,110"
1372,8/25/2000,The Art of War,"$44,200,000","$33,383,601","$33,393,566"
1373,12/25/2013,Grudge Match,"$44,200,000","$77,168,436","$32,960,272"
1374,11/8/2000,Bless the Child,"$44,200,000","$44,699,638","$32,481,379"
1375,11/23/2005,Rent,"$44,200,000","$35,010,287","$32,153,370"
1376,2/4/1999,The Out-of-Towners,"$44,200,000","$31,554,097","$31,563,517"
1377,8/23/1996,The Island of Dr. Moreau,"$44,200,000","$30,601,854","$30,610,989"
1378,7/9/2001,The Musketeer,"$44,200,000","$29,906,640","$29,915,568"
1379,1/27/2017,Resident Evil: The Final Chapter,"$44,200,000","$339,764,375","$29,684,324"
1380,2/29/2008,The Other Boleyn Girl,"$44,200,000","$86,523,538","$29,651,443"
1381,2/16/2001,Sweet November,"$44,200,000","$72,688,011","$27,963,079"
1382,5/4/2007,The Reaping,"$44,200,000","$68,787,968","$27,784,065"
1383,6/30/2017,The House,"$44,200,000","$33,800,794","$27,576,939"
1384,7/1/2011,Season of the Witch,"$44,200,000","$100,735,900","$27,453,452"
1385,3/6/1994,Renaissance Man,"$44,200,000","$26,721,931","$26,729,908"
1386,5/15/1998,Quest for Camelot,"$44,200,000","$42,197,790","$25,181,375"
1387,6/9/2002,City by the Sea,"$44,200,000","$24,799,571","$24,806,975"
1388,1/15/1999,At First Sight,"$44,200,000","$24,723,536","$24,730,917"
1389,1/16/2004,Torque,"$44,200,000","$51,045,615","$23,416,353"
1390,11/13/2009,The Fantastic Mr. Fox,"$44,200,000","$52,050,184","$23,224,608"
1391,9/22/1995,Showgirls,"$44,200,000","$41,731,571","$22,503,457"
1392,2/16/1996,City Hall,"$44,200,000","$22,416,376","$22,423,068"
1393,3/2/2012,Big Miracle,"$44,200,000","$27,933,262","$22,289,539"
1394,12/21/2012,The Impossible,"$44,200,000","$187,473,935","$21,031,805"
1395,9/3/2012,A Thousand Words,"$44,200,000","$22,982,843","$20,401,781"
1396,10/20/2006,Marie Antoinette,"$44,200,000","$67,280,419","$17,650,981"
1397,6/10/2000,Get Carter,"$44,200,000","$21,464,724","$16,550,411"
1398,4/21/1995,Kiss of Death,"$44,200,000","$16,518,100","$16,523,031"
1399,4/26/2002,"Life, or Something Like It","$44,200,000","$15,972,193","$15,976,961"
1400,5/15/1987,Ishtar,"$44,200,000","$15,891,044","$15,895,788"
1401,2/28/1992,Memoirs of an Invisible Man,"$44,200,000","$15,872,088","$15,876,826"
1402,10/23/2009,Amelia,"$44,200,000","$21,839,355","$15,790,068"
1403,10/23/2009,Cirque du Freak: The Vampire's Assistant,"$44,200,000","$43,946,012","$15,532,444"
1404,7/5/2004,New York Minute,"$44,200,000","$23,453,097","$15,501,227"
1405,12/3/1999,The Deep End of the Ocean,"$44,200,000","$14,933,121","$14,937,578"
1406,5/11/2004,Alfie,"$44,200,000","$38,907,351","$14,812,961"
1407,8/30/2002,FearDotCom,"$44,200,000","$14,600,809","$14,605,168"
1408,7/11/2008,Soul Men,"$44,200,000","$13,647,756","$13,360,466"
1409,3/20/2015,The Gunman,"$44,200,000","$15,083,083","$11,792,866"
1410,8/20/1999,Universal Soldier II: The Return,"$44,200,000","$11,847,573","$11,552,549"
1411,9/25/2009,Pandorum,"$44,200,000","$18,829,606","$11,423,651"
1412,9/26/2003,Duplex,"$44,200,000","$11,132,601","$10,672,989"
1413,8/16/2013,Paranoia,"$44,200,000","$17,879,098","$8,170,226"
1414,1/8/1980,Raise the Titanic,"$44,200,000","$7,738,150","$7,740,460"
1415,10/7/2015,Baahubali: The Beginning,"$44,200,000","$29,556,046","$7,450,746"
1416,4/1/2002,Impostor,"$44,200,000","$8,815,529","$6,761,001"
1417,11/25/2015,Victor Frankenstein,"$44,200,000","$36,673,388","$6,385,964"
1418,11/27/2002,Extreme Ops,"$44,200,000","$13,955,721","$5,347,517"
1419,6/4/2001,Just Visiting,"$44,200,000","$17,877,558","$5,282,319"
1420,6/27/2014,Snowpiercer,"$44,200,000","$97,356,849","$5,045,706"
1421,7/20/2007,Sunshine,"$44,200,000","$35,408,238","$4,078,736"
1422,11/3/1994,The Hudsucker Proxy,"$44,200,000","$16,513,377","$3,114,449"
1423,11/11/2016,Billy Lynnâ€™s Long Halftime Walk,"$44,200,000","$28,590,760","$1,922,373"
1424,1/7/1986,Pirates,"$44,200,000","$7,010,570","$1,815,497"
1425,12/12/2008,Delgo,"$44,200,000","$1,012,415","$1,012,718"
1426,7/9/2007,The Hunting Party,"$44,200,000","$8,544,633","$969,405"
1427,10/13/2006,Alex Rider: Operation Stormbreaker,"$44,200,000","$22,907,632","$728,941"
1428,11/20/2009,Red Cliff,"$44,200,000","$132,241,719","$693,376"
1429,9/24/2004,The Last Shot,"$44,200,000","$512,630","$512,783"
1430,2/4/2010,The Warlords,"$44,200,000","$43,001,775","$142,732"
1431,3/16/2007,Nomad,"$44,200,000","$87,467","$87,493"
1432,4/16/2013,Un monstre Ã  Paris ,"$44,200,000","$29,847,571",$0
1433,11/11/2016,USS Indianapolis: Men of Courage,"$44,200,000","$1,192,825",$0
1434,12/31/2014,Dragon Nest Warriors' Dawn,"$44,200,000","$216,768",$0
1435,12/31/2015,The Crow,"$44,200,000",$0,$0
1436,8/14/2009,The Time Traveler's Wife,"$43,095,000","$113,123,059","$70,122,868"
1437,6/17/1983,Superman III,"$43,095,000","$66,272,416","$66,292,200"
1438,2/2/2007,Because I Said So,"$43,095,000","$76,871,703","$47,188,100"
1439,5/10/2012,Frankenweenie,"$43,095,000","$89,708,139","$39,020,530"
1440,3/29/1996,Sgt. Bilko,"$43,095,000","$41,959,111","$33,567,709"
1441,9/30/2005,Serenity,"$43,095,000","$44,571,125","$28,213,443"
1442,2/20/2004,Against the Ropes,"$43,095,000","$7,107,894","$6,503,649"
1443,8/23/2013,Yi dai zong shi,"$42,653,000","$64,102,060","$7,292,574"
1444,6/22/2001,The Fast and the Furious,"$41,990,000","$228,289,033","$159,798,822"
1445,9/27/2002,Sweet Home Alabama,"$41,990,000","$201,595,515","$140,670,777"
1446,7/24/2009,The Ugly Truth,"$41,990,000","$226,947,677","$98,320,665"
1447,7/8/2002,Spy Kids 2: The Island of Lost Dreams,"$41,990,000","$132,345,907","$94,927,117"
1448,11/18/1994,Star Trek: Generations,"$41,990,000","$132,654,000","$83,675,768"
1449,2/6/2017,Captain Underpants: The First Epic Movie,"$41,990,000","$96,282,999","$80,167,354"
1450,4/17/2015,Paul Blart: Mall Cop 2,"$41,990,000","$118,943,371","$78,552,610"
1451,12/19/1997,Mouse Hunt,"$41,990,000","$68,421,376","$68,441,801"
1452,12/23/2016,Why Him?,"$41,990,000","$129,916,669","$66,704,836"
1453,4/22/2011,Water for Elephants,"$41,990,000","$129,127,302","$64,920,031"
1454,8/10/2010,Life as We Know It,"$41,990,000","$117,053,709","$59,020,655"
1455,12/29/1999,The Hurricane,"$41,990,000","$81,754,927","$56,062,207"
1456,6/9/2013,Riddick,"$41,990,000","$104,756,596","$46,470,554"
1457,3/23/2001,Heartbreakers,"$41,990,000","$63,843,966","$44,600,557"
1458,5/24/2002,Enough,"$41,990,000","$56,345,516","$43,321,381"
1459,1/22/2016,The 5th Wave,"$41,990,000","$122,349,698","$38,606,077"
1460,6/2/2009,Push,"$41,990,000","$49,094,723","$35,176,550"
1461,9/20/2013,Rush,"$41,990,000","$108,589,281","$29,798,144"
1462,5/18/2001,Angel Eyes,"$41,990,000","$32,660,003","$26,587,963"
1463,12/21/2001,Joe Somebody,"$41,990,000","$27,101,201","$25,179,566"
1464,10/3/2000,The Ninth Gate,"$41,990,000","$64,551,988","$20,626,939"
1465,9/27/1996,Extreme Measures,"$41,990,000","$19,210,723","$19,216,458"
1466,7/9/2001,Rock Star,"$41,990,000","$21,354,823","$18,789,305"
1467,10/14/2011,The Thing,"$41,990,000","$30,401,880","$18,719,385"
1468,2/2/1996,White Squall,"$41,990,000","$11,307,980","$11,311,355"
1469,10/10/2008,City of Ember,"$41,990,000","$19,710,443","$8,704,361"
1470,10/31/1997,Switchback,"$41,990,000","$7,190,335","$7,192,482"
1471,11/30/2001,Texas Rangers,"$41,990,000","$689,109","$689,315"
1472,8/26/2008,Virgin Territory,"$41,990,000","$6,050,173",$0
1473,5/18/2012,What to Expect When You're Expecting,"$41,437,500","$133,677,312","$45,505,283"
1474,9/14/2012,The Master,"$41,437,500","$64,991,629","$17,965,783"
1475,10/10/2008,The Express,"$41,437,500","$10,848,122","$10,829,352"
1476,11/21/2008,Twilight,"$40,885,000","$444,700,602","$213,161,049"
1477,7/8/2013,We're the Millers,"$40,885,000","$296,057,502","$166,302,809"
1478,11/25/2015,Creed,"$40,885,000","$191,870,282","$121,378,796"
1479,9/17/2010,The Town,"$40,885,000","$168,655,059","$101,937,725"
1480,9/23/2011,Dolphin Tale,"$40,885,000","$106,199,171","$79,933,274"
1481,12/9/2008,Burn After Reading,"$40,885,000","$185,901,092","$66,739,736"
1482,4/4/2008,Nim's Island,"$40,885,000","$112,598,290","$53,084,917"
1483,12/2/2016,How to be Single,"$40,885,000","$110,098,323","$51,798,620"
1484,2/26/2010,Cop Out,"$40,885,000","$61,805,610","$49,622,409"
1485,1/28/2011,The Rite,"$40,885,000","$107,387,820","$36,543,412"
1486,7/18/2008,Space Chimps,"$40,885,000","$74,098,265","$33,290,577"
1487,12/17/1999,Magnolia,"$40,885,000","$53,555,517","$24,825,839"
1488,5/29/2015,Aloha,"$40,885,000","$27,565,279","$23,278,914"
1489,12/31/2009,Obitaemyy ostrov,"$40,332,500","$16,581,750",$0
1490,11/2/2011,Gnomeo and Juliet,"$39,780,000","$214,167,647","$110,542,250"
1491,2/15/2002,John Q,"$39,780,000","$113,006,429","$78,539,828"
1492,9/17/1999,Blue Streak,"$39,780,000","$129,833,065","$75,423,252"
1493,7/10/1983,Never Say Never Again,"$39,780,000","$176,872,000","$61,370,790"
1494,3/26/2010,Hot Tub Time Machine,"$39,780,000","$72,924,049","$55,587,405"
1495,2/5/1997,Breakdown,"$39,780,000","$55,448,426","$55,464,978"
1496,12/9/2014,Dolphin Tale 2,"$39,780,000","$63,922,130","$46,469,888"
1497,12/16/2016,Collateral Beauty,"$39,780,000","$94,311,544","$34,296,896"
1498,4/4/2003,A Man Apart,"$39,780,000","$48,416,202","$29,303,170"
1499,2/25/2000,Reindeer Games,"$39,780,000","$25,824,173","$25,831,882"
